grade,zipcode,lat,long,sqft_living,sqft_living15,sqft_lot,sqft_lot15,sqft_above,sqft_basement,bedrooms,bathrooms,floors,waterfront,view,condition,yr_built,yr_renovated,price
7,98028,47.7655,-122.244,1530,2100,10731,12593,1530,0,3,1.75,1.0,0,0,3,1986,0,400000.0
8,98004,47.5873,-122.205,1640,2630,10464,18872,1640,0,3,1.75,1.0,0,2,4,1968,0,1155000.0
7,98023,47.3206,-122.397,1240,1240,9600,9592,1240,0,4,1.5,1.0,0,0,3,1971,0,220000.0
8,98031,47.4095,-122.195,1920,1920,5322,5000,1920,0,3,2.5,2.0,0,0,3,1999,0,324000.0
7,98133,47.7035,-122.351,1380,1380,1225,1704,1380,0,3,3.25,3.0,0,0,3,2000,0,322000.0
7,98038,47.3572,-122.015,1830,1830,5612,5998,1830,0,4,2.5,2.0,0,0,3,2003,0,338900.0
7,98030,47.3749,-122.225,1200,1540,9322,9677,1200,0,3,1.0,1.5,0,0,4,1954,0,280000.0
7,98058,47.4267,-122.157,1520,1720,8720,7551,1080,440,3,2.5,1.0,0,0,3,1981,0,269950.0
7,98115,47.6911,-122.326,2850,1680,6281,7006,1900,950,3,2.25,2.0,0,2,4,1947,0,907500.0
7,98028,47.7494,-122.236,1830,1650,6985,9501,1080,750,4,1.5,1.0,0,0,3,1967,0,424500.0
7,98058,47.4661,-122.145,1850,2160,4600,4751,1850,0,3,2.5,2.0,0,0,3,2005,0,299000.0
7,98019,47.7359,-121.984,2370,2280,12753,16808,2370,0,3,2.5,2.0,0,0,3,2001,0,499950.0
7,98056,47.5116,-122.191,1430,1900,12420,10350,1430,0,3,1.0,1.0,0,0,3,1964,0,255000.0
11,98004,47.5835,-122.202,5840,3120,11652,13639,4410,1430,5,4.0,2.0,0,1,3,1988,0,2200000.0
8,98019,47.7302,-121.974,3100,2860,14568,14396,3100,0,4,2.75,2.0,0,0,3,1995,0,564500.0
10,98004,47.5963,-122.2,3320,1560,8234,8240,3320,0,4,3.75,2.0,0,0,3,2014,0,1699990.0
8,98119,47.6472,-122.367,2440,2020,5737,5543,1700,740,4,2.5,2.0,0,0,4,1929,0,820000.0
10,98006,47.5609,-122.106,3060,3060,13554,11455,3060,0,3,2.75,2.0,0,0,3,1984,0,864000.0
7,98106,47.5343,-122.348,1020,1060,2217,1524,720,300,3,2.5,2.0,0,0,3,2004,0,280000.0
8,98059,47.4706,-122.1,1710,1990,15844,20359,1710,0,3,1.75,1.0,0,0,4,1964,0,322400.0
8,98125,47.7127,-122.325,1400,1400,7066,7320,1400,0,3,1.0,1.0,0,0,3,1957,0,349950.0
7,98112,47.6304,-122.301,1200,2690,2500,4800,1090,110,2,1.0,2.0,0,2,3,1927,0,508000.0
8,98029,47.5421,-122.011,2050,2050,2772,2934,2050,0,4,2.5,2.0,0,0,3,2012,0,639888.0
7,98103,47.6864,-122.352,2050,1560,3000,4500,1470,580,5,2.0,1.5,0,0,3,1912,1984,629000.0
6,98166,47.4793,-122.346,1000,1300,6020,8640,1000,0,3,1.0,1.0,0,0,3,1944,0,220000.0
8,98027,47.5571,-122.08,3150,2740,9258,10274,2370,780,3,1.75,1.0,0,1,3,1970,0,450000.0
7,98023,47.3083,-122.36,1990,1910,6180,6180,1990,0,4,3.0,2.0,0,0,3,1990,0,273000.0
6,98014,47.6492,-121.908,1530,1520,9000,8500,1530,0,4,1.5,1.0,0,0,4,1976,0,299800.0
8,98008,47.6198,-122.105,2600,2090,9350,9102,1340,1260,6,3.0,1.0,0,0,4,1963,0,600000.0
7,98038,47.4032,-121.963,2080,2080,167270,55321,2080,0,3,2.5,1.0,0,0,3,2000,0,610000.0
8,98103,47.6937,-122.338,2170,1700,5001,6991,2170,0,3,2.25,2.0,0,0,3,2014,0,802000.0
7,98058,47.4604,-122.18,1060,1310,7900,7900,1060,0,3,1.0,1.0,0,0,3,1961,2001,215000.0
7,98028,47.7751,-122.268,2100,2170,7347,9418,1070,1030,5,1.75,1.0,0,0,3,1981,0,330000.0
6,98034,47.7254,-122.175,1250,1590,9427,8250,1250,0,3,1.0,1.0,0,0,3,1931,0,294000.0
8,98033,47.6874,-122.165,1470,1470,2533,6511,1470,0,2,2.5,2.0,0,0,3,2005,0,487000.0
9,98077,47.7267,-122.063,2420,3100,12000,13020,2420,0,4,3.0,1.0,0,0,3,1984,0,725000.0
7,98001,47.3378,-122.257,2240,2221,4648,4557,2240,0,4,2.5,2.0,0,0,3,2005,0,287000.0
9,98040,47.5336,-122.225,2420,2390,10200,10200,2420,0,4,2.25,2.0,0,0,4,1973,0,998000.0
5,98146,47.5006,-122.351,1460,1320,18599,8100,1460,0,4,1.0,1.5,0,0,3,1940,0,135000.0
10,98065,47.5416,-121.869,3920,3740,11086,10880,3920,0,4,3.5,2.0,0,0,3,1999,0,825000.0
7,98033,47.6841,-122.213,1150,2450,6000,7200,710,440,2,1.0,1.0,0,1,4,1921,0,830000.0
10,98075,47.588,-122.079,3090,2980,13316,14437,3090,0,3,2.5,2.0,0,0,3,1992,0,751000.0
7,98070,47.4422,-122.505,1600,1600,80400,198414,1600,0,2,2.25,2.0,0,0,4,1978,0,492500.0
10,98031,47.4065,-122.207,3430,3650,6872,6600,2830,600,5,3.5,2.0,0,0,3,2002,0,473000.0
7,98058,47.4599,-122.172,2120,1730,7700,7700,2120,0,5,1.5,1.5,0,0,5,1962,0,290000.0
8,98072,47.7735,-122.158,2860,2860,3345,3596,2190,670,4,2.5,2.0,0,0,3,2004,0,499950.0
7,98034,47.7209,-122.168,1580,1640,7000,7500,1180,400,3,1.75,1.0,0,0,3,1976,0,370000.0
7,98029,47.5662,-122.017,1440,1610,4667,4756,1440,0,3,2.25,2.0,0,0,3,1985,0,447000.0
9,98053,47.6846,-122.045,3500,3480,6226,7222,3500,0,4,2.75,2.0,0,0,3,2004,0,775000.0
8,98075,47.5936,-122.054,2240,2330,27820,20000,2240,0,4,2.75,1.5,0,0,4,1976,0,580379.0
8,98053,47.6881,-122.04,2780,2760,6978,5460,2780,0,4,2.75,2.0,0,0,3,2001,0,710000.0
9,98059,47.4812,-122.123,3260,3260,4900,6132,3260,0,4,2.75,2.0,0,0,3,2013,0,565000.0
9,98074,47.641,-122.057,2470,2590,11900,11900,2290,180,3,3.0,2.0,0,0,3,1976,0,660000.0
8,98117,47.7011,-122.389,3230,1820,5000,5000,2430,800,3,2.5,2.0,0,2,5,1945,0,850000.0
7,98003,47.3293,-122.306,2300,2070,8000,10200,1430,870,3,2.75,1.0,0,0,3,1965,0,420000.0
10,98010,47.3602,-121.988,3350,3350,199253,183897,3350,0,4,3.0,2.0,0,0,3,2004,0,700000.0
7,98106,47.553,-122.365,1400,1060,4400,4400,1400,0,3,2.5,1.0,0,0,3,1930,2014,399950.0
7,98022,47.2041,-122.021,2120,2120,53578,53578,2120,0,4,2.25,2.0,0,2,4,1985,0,379500.0
8,98118,47.5574,-122.284,1070,1220,675,788,880,190,1,2.0,2.0,0,0,3,2007,0,420000.0
7,98155,47.7574,-122.279,2210,1870,11585,14092,1510,700,3,2.25,1.0,0,0,4,1958,0,507000.0
6,98188,47.4493,-122.274,1330,1200,8912,8913,1330,0,3,1.0,1.0,0,0,3,1948,0,234999.0
8,98072,47.7662,-122.114,1880,2340,45738,38556,1410,470,3,1.75,1.0,0,0,4,1980,0,550000.0
7,98034,47.7288,-122.191,1480,1660,7565,7565,1220,260,3,2.25,1.0,0,0,3,1977,0,439000.0
8,98122,47.6192,-122.297,880,1640,1165,3825,880,0,2,1.0,2.0,0,0,3,2005,0,360000.0
6,98056,47.4923,-122.165,1050,1050,5000,5200,1050,0,3,1.0,1.0,0,0,4,1967,0,200000.0
9,98077,47.7655,-122.086,2680,2520,43995,37277,2680,0,3,2.5,2.0,0,0,3,1986,0,600000.0
9,98045,47.4745,-121.724,2710,2710,45963,33955,2710,0,4,2.75,2.0,0,0,3,1995,0,535000.0
10,98112,47.6313,-122.303,2740,2740,5925,5948,2740,0,3,2.5,2.0,0,2,3,1913,1992,1157400.0
7,98059,47.4712,-122.1,1220,1990,17652,17652,1220,0,3,2.0,1.0,0,0,4,1980,0,415500.0
7,98144,47.6006,-122.305,1290,1290,1289,1332,1030,260,2,1.0,2.0,0,0,3,2005,0,441000.0
8,98028,47.7669,-122.268,2760,1900,13113,13113,1760,1000,4,3.0,1.0,0,0,4,1974,0,550000.0
7,98125,47.7218,-122.299,1430,1490,8412,8410,1070,360,3,1.75,1.0,0,0,4,1928,0,375000.0
7,98003,47.2624,-122.299,1930,1510,8192,8192,1470,460,3,2.25,1.0,0,0,3,1984,0,273000.0
7,98052,47.656,-122.134,1950,2050,7350,9068,1150,800,4,2.5,1.0,0,0,3,1963,0,385000.0
6,98023,47.328,-122.337,1520,1320,8450,8450,1120,400,3,1.0,1.0,0,0,2,1961,0,135000.0
7,98059,47.479,-122.132,1400,1780,10350,10457,1400,0,3,1.75,1.0,0,0,4,1976,0,305000.0
10,98033,47.6903,-122.213,3560,1660,8960,7680,3560,0,4,2.5,2.0,0,0,3,2001,0,1364000.0
7,98042,47.3621,-122.094,1570,1380,4875,5200,1310,260,3,1.75,1.0,0,0,4,1977,0,214950.0
7,98045,47.4853,-121.709,1840,1380,40438,44049,1840,0,3,2.0,2.0,0,0,3,1994,0,465000.0
7,98107,47.6748,-122.379,1530,1300,3900,3900,1530,0,4,1.0,1.5,0,0,4,1908,0,583500.0
7,98072,47.7415,-122.101,1500,1820,12616,13950,1500,0,3,1.0,1.0,0,0,3,1967,0,396000.0
8,98144,47.5818,-122.296,2200,1940,7200,6000,1220,980,4,2.25,1.0,0,2,4,1958,0,610000.0
7,98103,47.6981,-122.349,3440,1420,8100,1560,3440,0,7,4.0,2.0,0,0,3,1970,0,550000.0
8,98042,47.3885,-122.154,2110,2110,4549,4030,2110,0,3,2.5,2.0,0,0,4,1989,0,336000.0
9,98074,47.6325,-122.064,3750,3210,7821,8405,3750,0,3,2.5,2.0,0,0,3,2001,0,782500.0
7,98117,47.6989,-122.399,1650,2300,7276,8088,1150,500,3,1.75,1.5,0,4,4,1928,0,715000.0
8,98136,47.5252,-122.382,2810,2240,7140,6825,1490,1320,4,1.5,1.0,0,2,3,1954,0,575000.0
8,98075,47.5975,-122.038,2730,2670,4385,4644,2730,0,4,2.5,2.0,0,0,3,2001,0,712000.0
7,98103,47.6904,-122.346,1340,1290,1151,1200,1340,0,3,3.25,3.0,0,0,3,2008,0,349000.0
7,98108,47.5418,-122.295,1700,1590,3575,3380,1700,0,3,2.5,2.0,0,0,3,2000,0,300000.0
8,98006,47.5473,-122.187,2310,2230,7851,7359,1790,520,4,2.75,1.0,0,0,4,1989,0,592100.0
7,98023,47.3025,-122.37,1300,1430,7370,7500,900,400,3,1.5,1.0,0,0,4,1976,0,226500.0
7,98019,47.7247,-121.959,3040,2490,12522,9742,3040,0,4,2.5,2.0,0,0,3,2000,0,454000.0
7,98116,47.5644,-122.388,770,1350,850,915,770,0,2,1.5,2.0,0,0,3,2006,0,290000.0
7,98058,47.4341,-122.144,1950,2240,5451,6221,1950,0,4,2.5,2.0,0,0,3,2004,0,360000.0
5,98001,47.264,-122.258,840,1100,6480,7300,840,0,2,1.0,1.0,0,0,4,1954,0,124500.0
10,98027,47.5316,-122.076,3070,2290,4684,2664,2190,880,4,3.5,2.0,0,0,3,2009,0,785000.0
7,98034,47.7192,-122.176,1640,1640,7261,6789,1640,0,3,2.25,2.0,0,0,3,1989,0,349000.0
7,98034,47.733,-122.22,1830,2190,8384,7695,1320,510,4,2.75,1.0,0,0,3,1979,0,485000.0
7,98038,47.3691,-122.031,1690,2610,17383,7999,1690,0,3,2.5,2.0,0,0,3,2003,0,293000.0
8,98065,47.5342,-121.876,2630,2550,5710,5500,2630,0,4,2.5,2.0,0,0,3,2001,0,560000.0
8,98019,47.7322,-121.966,2280,2430,6031,7200,2280,0,3,2.5,2.0,0,0,3,2011,0,415000.0
9,98040,47.5753,-122.222,2470,2340,8800,10980,2470,0,3,2.0,2.0,0,0,3,1961,2004,850000.0
9,98052,47.6648,-122.137,2610,2610,7510,8458,2610,0,3,2.5,2.0,0,0,3,1996,0,725000.0
5,98103,47.6574,-122.345,1170,1660,2800,4996,1170,0,2,1.0,1.5,0,0,4,1905,0,562500.0
8,98006,47.5561,-122.154,2120,2620,9297,10352,2120,0,3,2.25,2.0,0,0,4,1981,0,720000.0
8,98030,47.3644,-122.2,2192,1914,12128,4649,2192,0,4,2.25,2.0,0,0,3,2006,0,310000.0
8,98118,47.5589,-122.264,1780,1710,3120,3600,1780,0,4,1.5,1.5,0,3,3,1926,0,705000.0
8,98029,47.5703,-121.998,2080,2000,8504,6773,2080,0,4,2.5,2.0,0,0,3,1991,0,545000.0
7,98011,47.744,-122.181,1740,1920,3043,2869,1740,0,3,2.5,2.0,0,0,3,2012,0,447000.0
8,98103,47.6798,-122.352,2060,1500,4040,4000,1120,940,3,2.0,1.0,0,0,4,1947,0,605000.0
7,98042,47.3657,-122.113,1630,1630,20750,8640,1100,530,5,2.5,1.0,0,0,4,1975,0,280000.0
7,98038,47.3841,-122.036,2440,2410,4000,4502,2440,0,4,2.5,2.0,0,0,3,2009,0,350000.0
8,98177,47.7598,-122.359,1500,1950,10200,9500,1300,200,3,1.5,1.0,0,0,3,1955,0,436000.0
8,98003,47.2675,-122.307,2800,1970,9538,7750,2800,0,4,2.5,2.0,0,0,3,1993,0,350000.0
8,98056,47.5152,-122.197,2980,1920,13260,10731,1800,1180,4,2.75,1.0,0,0,4,1979,0,450000.0
8,98027,47.4734,-121.999,2790,1900,36585,45302,1410,1380,3,1.75,1.0,0,0,4,1970,0,478000.0
8,98125,47.7249,-122.298,1970,1860,7902,8021,1310,660,4,2.25,1.0,0,0,3,1960,0,442500.0
6,98118,47.5372,-122.289,960,1720,8863,8249,580,380,4,1.75,1.0,0,0,5,1949,0,255000.0
10,98040,47.5708,-122.212,4440,2720,9270,9614,2220,2220,5,4.0,1.0,0,0,5,1968,0,1295000.0
11,98027,47.478,-122.038,4070,3020,336283,44613,4070,0,4,3.5,2.0,0,0,3,2006,0,1700000.0
7,98006,47.5538,-122.176,1330,1950,9143,10384,1330,0,3,1.75,1.0,0,0,3,1960,0,400000.0
8,98103,47.6916,-122.34,1410,1430,1332,1448,1410,0,3,2.25,3.0,0,0,3,2005,0,406100.0
7,98033,47.6553,-122.19,1280,1950,8500,10356,1280,0,2,1.75,1.0,0,0,3,1953,2010,595000.0
9,98042,47.3735,-122.156,2740,2290,8250,8250,2740,0,4,4.0,2.0,0,0,4,1990,0,415000.0
8,98019,47.7338,-121.966,2200,2480,6018,5899,2200,0,4,2.5,2.0,0,0,3,2010,0,396800.0
10,98075,47.5878,-121.976,3130,2840,13202,10470,3130,0,4,2.5,2.0,0,0,3,1996,0,851000.0
11,98004,47.5979,-122.197,4280,2360,9583,10031,4280,0,4,3.5,2.0,0,0,3,2005,0,1600000.0
7,98027,47.5348,-122.072,1445,1410,1606,1286,1300,145,3,2.25,2.0,0,0,3,2003,0,387000.0
7,98033,47.6775,-122.168,1240,1240,7300,8260,1240,0,3,1.0,1.0,0,0,3,1968,0,420000.0
7,98117,47.6989,-122.369,1980,1480,8550,6738,990,990,2,1.75,1.0,0,0,3,1981,0,585000.0
7,98022,47.2559,-122.007,1660,2070,37642,54450,1660,0,3,1.75,1.0,0,0,4,1991,0,315000.0
7,98168,47.4999,-122.327,1950,1760,12500,11520,1330,620,4,1.75,1.0,0,0,3,1963,0,325000.0
12,98029,47.5457,-121.991,5840,4850,17168,15017,4570,1270,5,4.5,2.0,0,0,3,2006,0,2200000.0
8,98027,47.5645,-122.082,3400,3080,9500,11081,3400,0,5,2.5,2.0,0,1,4,1977,0,1280000.0
8,98055,47.4633,-122.196,2680,2610,12285,9558,2680,0,3,3.0,1.0,0,0,4,1970,0,417400.0
8,98022,47.2416,-121.979,3520,2860,35512,39614,2760,760,3,3.5,2.0,0,2,3,2005,0,470000.0
6,98146,47.5117,-122.378,940,1020,4700,5700,940,0,3,1.0,1.0,0,0,4,1942,0,267000.0
8,98112,47.6321,-122.306,2560,2970,3996,4320,2150,410,3,2.25,1.5,0,0,3,1910,0,842500.0
8,98045,47.4826,-121.771,2910,2790,6334,6352,2910,0,4,2.75,2.0,0,0,3,2013,0,499990.0
7,98023,47.3321,-122.346,1000,1490,12000,14940,1000,0,3,1.0,1.0,0,0,3,1959,0,217000.0
7,98126,47.553,-122.37,1030,1250,5750,5750,1030,0,4,1.0,1.0,0,0,3,1971,0,310000.0
8,98011,47.7433,-122.194,1900,2650,7984,9352,1900,0,3,2.5,2.0,0,0,3,1993,0,435000.0
8,98014,47.7185,-121.405,2600,1740,64626,64626,2600,0,3,2.75,1.5,0,0,3,2009,0,415000.0
7,98030,47.3741,-122.189,2170,1490,9658,9731,2170,0,4,2.75,1.5,0,0,3,1966,0,275436.0
7,98072,47.7528,-122.119,1360,2040,73616,50965,1360,0,3,1.0,1.0,0,0,3,1971,0,415000.0
10,98122,47.6035,-122.285,3790,2500,5001,6286,2810,980,3,3.0,2.0,0,0,3,1989,0,1165000.0
8,98103,47.675,-122.331,1760,1760,4080,6120,1760,0,4,1.75,1.5,0,0,4,1906,0,810000.0
8,98029,47.5478,-122.005,1770,1410,1863,1375,1430,340,3,3.25,2.0,0,0,3,2003,0,450000.0
10,98199,47.6423,-122.394,3180,2060,4628,4640,2420,760,5,3.5,2.0,0,0,3,2001,0,1236300.0
8,98006,47.5443,-122.177,2160,1850,8119,9000,1080,1080,4,2.25,1.0,0,0,3,1966,0,440000.0
7,98112,47.623,-122.304,1480,1970,2700,4200,1480,0,3,1.5,1.5,0,0,3,1928,0,856000.0
8,98040,47.5657,-122.23,3560,3680,15450,17314,2060,1500,4,2.5,1.0,0,1,5,1977,0,1280600.0
6,98177,47.7615,-122.362,2150,1720,7007,9000,2150,0,3,1.0,1.0,0,0,3,1954,0,300000.0
8,98103,47.6584,-122.35,1100,1110,1107,2750,1100,0,2,1.5,3.0,0,0,3,2008,0,420000.0
9,98040,47.5309,-122.224,3150,3200,13700,11900,3150,0,4,2.5,2.0,0,0,4,1966,0,1256500.0
9,98022,47.1622,-121.971,2350,1280,715690,325393,2350,0,3,2.5,1.5,0,0,4,1979,0,750000.0
9,98027,47.5366,-122.067,3420,3310,5669,6006,2620,800,5,3.25,2.0,0,0,3,2003,0,855000.0
7,98115,47.6759,-122.286,1550,1880,4708,5600,860,690,3,1.75,1.0,0,0,4,1949,0,460000.0
9,98038,47.3479,-122.028,2750,2750,7965,6000,2750,0,4,3.0,2.0,0,0,3,2012,0,395000.0
8,98188,47.4449,-122.274,2320,2320,9264,9129,2320,0,4,2.5,2.0,0,0,3,1994,0,370000.0
7,98115,47.6778,-122.302,2040,1600,4841,4841,1020,1020,3,2.0,1.0,0,0,4,1949,0,667500.0
6,98117,47.6976,-122.375,820,1370,5400,5632,820,0,2,1.0,1.0,0,0,3,1940,0,320000.0
10,98105,47.6622,-122.272,4710,2950,11000,5300,3690,1020,6,2.75,2.0,0,3,3,1931,0,2180000.0
9,98077,47.7637,-122.05,2680,2670,28243,32130,2680,0,3,2.5,2.0,0,0,3,1993,0,660000.0
8,98024,47.5253,-121.93,2030,1360,7770,10782,2030,0,3,2.5,2.0,0,0,3,2003,0,430000.0
6,98106,47.5495,-122.357,810,990,6827,6827,810,0,2,1.0,1.0,0,0,3,1944,0,325000.0
8,98058,47.4368,-122.162,1820,1900,7420,7526,1820,0,3,2.25,2.0,0,0,4,1983,0,390000.0
7,98001,47.2622,-122.282,1220,1310,9600,9600,1220,0,3,1.0,1.0,0,0,5,1958,0,210500.0
7,98144,47.5933,-122.308,1730,1380,4248,4000,1730,0,2,2.0,2.0,0,0,3,1905,0,450000.0
6,98166,47.4683,-122.359,2280,1790,19000,11800,2280,0,5,2.0,1.5,0,0,3,1924,0,365000.0
8,98052,47.7206,-122.11,1820,2030,8008,8750,1240,580,3,2.25,1.0,0,0,3,1981,0,475000.0
7,98014,47.6957,-121.913,2450,1790,15001,15323,1980,470,3,1.75,1.0,0,0,3,1989,0,399950.0
7,98133,47.7583,-122.343,2420,2120,7927,7693,1400,1020,4,2.25,1.0,0,0,4,1973,0,400000.0
7,98042,47.3736,-122.13,1640,2250,5650,5488,1640,0,3,2.0,1.0,0,0,3,2003,0,279000.0
6,98136,47.5148,-122.386,900,1500,8556,8556,760,140,2,1.0,1.0,0,0,3,1941,0,315000.0
7,98105,47.6663,-122.326,890,1760,3060,4080,770,120,2,1.0,1.0,0,0,3,1910,0,542000.0
6,98001,47.2649,-122.285,1510,1520,17040,14000,1510,0,3,1.0,1.0,0,0,4,1975,0,185000.0
6,98002,47.2921,-122.215,1300,1300,10125,10125,1300,0,3,1.0,1.0,0,0,4,1959,0,137000.0
8,98107,47.6712,-122.39,1210,1330,1232,1174,1210,0,2,1.5,3.0,0,0,3,2007,0,437500.0
7,98117,47.6802,-122.358,2090,1760,5050,5000,1090,1000,4,1.75,1.0,0,0,4,1916,0,775000.0
9,98065,47.5202,-121.885,3920,2660,4832,4832,3030,890,5,3.25,2.0,0,0,3,2014,0,616200.0
9,98103,47.6654,-122.355,1380,1430,951,3400,1380,0,2,2.5,3.0,0,0,3,2006,0,552000.0
7,98030,47.3785,-122.185,2730,2255,9388,5701,1390,1340,3,2.25,1.0,0,0,3,1975,0,345000.0
8,98103,47.6584,-122.346,1300,1290,1325,1323,1080,220,3,3.25,2.0,0,0,3,2005,0,539900.0
7,98010,47.3289,-122.001,2390,1900,9600,9603,2390,0,4,2.5,2.0,0,0,3,1996,0,314500.0
8,98029,47.567,-122.012,2060,2230,7184,7788,2060,0,3,2.5,2.0,0,0,3,1987,0,545000.0
7,98103,47.674,-122.35,2430,1610,4524,4100,1830,600,3,1.75,1.5,0,0,4,1924,0,780000.0
8,98038,47.3558,-122.013,2430,2430,7163,6028,2430,0,4,3.0,2.0,0,0,3,2003,0,409950.0
7,98103,47.6554,-122.333,1140,1800,3990,5700,1140,0,2,1.0,1.0,0,0,3,1924,0,695000.0
9,98119,47.6461,-122.362,1460,1800,1851,4269,1180,280,2,2.25,2.0,0,0,3,2014,0,655000.0
10,98052,47.7302,-122.106,3450,3110,35100,35894,3450,0,4,2.5,2.0,0,0,3,1987,0,832500.0
7,98144,47.5873,-122.299,2880,1640,6800,4000,2880,0,6,3.0,2.0,0,0,3,1980,0,751000.0
6,98133,47.7061,-122.352,1640,1580,4579,5040,1640,0,3,1.75,1.0,0,0,4,1916,0,443000.0
7,98003,47.2597,-122.31,2020,1680,26670,10939,2020,0,3,2.5,2.0,0,0,3,1987,0,309900.0
7,98038,47.3841,-122.041,1990,1790,3600,3600,1990,0,3,2.5,2.0,0,0,3,2004,0,310000.0
8,98106,47.543,-122.368,1900,1900,2766,2604,1900,0,4,2.5,2.0,0,0,3,2014,0,425000.0
7,98034,47.7197,-122.219,1820,1920,8261,7961,1420,400,4,3.0,1.0,0,0,3,1969,0,515000.0
7,98118,47.5459,-122.27,2140,1820,5937,6710,1280,860,5,3.0,1.0,0,0,3,1978,0,367777.0
9,98040,47.5416,-122.232,2270,2810,13449,13475,1310,960,4,2.5,1.0,0,0,4,1975,0,780000.0
9,98028,47.7368,-122.232,2900,2900,5803,6212,2900,0,4,2.75,2.0,0,0,3,2007,0,637000.0
8,98155,47.7437,-122.287,3270,2790,15160,15160,1660,1610,4,3.5,1.0,0,2,3,1997,0,600000.0
7,98133,47.7748,-122.337,1500,1650,7200,7392,1500,0,3,1.75,1.0,0,0,3,1957,0,360000.0
8,98053,47.688,-122.038,2630,2330,5827,4715,2630,0,3,2.5,2.0,0,0,3,2001,0,610000.0
10,98033,47.6898,-122.189,3950,2070,11438,10751,3430,520,5,3.25,2.0,0,2,3,2006,0,1420000.0
7,98125,47.7142,-122.286,2660,1120,13579,8242,2660,0,6,2.25,2.0,0,0,3,1937,1990,452000.0
7,98198,47.3865,-122.322,1210,1680,9375,8400,1210,0,2,1.0,1.0,0,1,4,1952,0,239000.0
8,98033,47.6605,-122.189,1790,2180,8372,10500,1340,450,4,1.75,1.0,0,0,4,1976,0,809000.0
6,98115,47.6881,-122.32,1390,1730,4814,3990,1390,0,3,1.0,1.5,0,0,3,1908,0,341000.0
8,98052,47.6324,-122.106,2250,1850,3463,2811,2250,0,4,2.25,2.0,0,0,4,1968,0,497000.0
8,98122,47.6178,-122.284,2090,2090,4190,6270,1490,600,3,2.0,1.5,0,0,4,1930,0,860000.0
8,98032,47.3792,-122.28,2670,2190,10050,10050,1420,1250,4,2.25,1.0,0,0,4,1962,0,275000.0
9,98119,47.6276,-122.359,1580,1610,991,1297,1580,0,3,2.5,3.0,0,0,3,2009,0,727000.0
8,98198,47.3792,-122.321,1080,1090,3899,3899,1080,0,2,1.0,1.0,0,0,4,1972,0,195000.0
6,98155,47.7439,-122.301,770,820,8149,8149,770,0,2,1.0,1.0,0,0,4,1948,0,310000.0
8,98198,47.3662,-122.319,1680,1990,8629,8400,1200,480,3,1.75,1.0,0,0,3,1977,0,308000.0
8,98058,47.4483,-122.13,1740,1680,7208,7350,1740,0,4,1.75,1.5,0,0,3,1976,0,329950.0
7,98115,47.6753,-122.304,2580,1980,3560,3800,1710,870,4,2.75,1.5,0,0,5,1917,0,937750.0
7,98112,47.621,-122.298,1465,1480,972,1430,1050,415,2,2.75,2.0,0,0,3,2006,0,489000.0
7,98031,47.4036,-122.191,1110,1550,7231,7245,1110,0,3,2.0,1.0,0,0,4,1991,0,223000.0
7,98001,47.3553,-122.28,1590,1540,11745,12530,1090,500,3,2.25,1.0,0,0,3,1978,0,190000.0
10,98074,47.6293,-122.051,2720,2720,10000,10020,2720,0,4,2.5,2.0,0,0,3,1987,0,665000.0
7,98144,47.5798,-122.294,3920,1830,5250,4240,2560,1360,5,2.0,1.5,0,0,5,1910,0,760000.0
7,98105,47.6712,-122.279,1230,1850,6802,6398,1230,0,3,2.0,1.5,0,0,3,1940,0,554663.0
8,98040,47.5505,-122.219,2140,2680,9897,10083,2140,0,3,2.5,1.0,0,0,4,1959,0,799000.0
7,98133,47.7441,-122.337,1360,1630,7680,7679,1360,0,3,1.5,1.0,0,0,3,1955,0,352500.0
7,98029,47.5707,-122.017,1150,1150,3323,2980,1150,0,3,1.5,2.0,0,0,3,1988,0,310000.0
11,98109,47.6377,-122.342,3180,2420,2758,2758,2240,940,3,3.0,2.0,0,2,3,2008,0,1325000.0
6,98118,47.5192,-122.266,1430,1860,5600,5980,1430,0,5,2.0,1.5,0,0,3,1947,0,133000.0
7,98031,47.4119,-122.181,2200,1770,7700,7360,1240,960,3,1.75,1.0,0,0,3,1975,0,216600.0
7,98042,47.3848,-122.1,2230,2800,4541,4860,2230,0,4,2.5,2.0,0,0,3,2006,0,253000.0
5,98065,47.5316,-121.764,820,1590,59677,14163,820,0,1,0.75,1.0,0,0,3,1999,0,527550.0
7,98105,47.6683,-122.286,1720,1410,4000,4000,1450,270,3,2.25,1.5,0,0,4,1921,0,620000.0
8,98038,47.3771,-122.029,2420,2420,6495,6200,2420,0,4,2.75,2.0,0,0,3,2005,0,369000.0
8,98008,47.641,-122.113,1680,1910,6758,7000,1680,0,4,1.75,1.0,0,0,3,1974,0,540400.0
8,98001,47.2831,-122.279,2370,2110,76665,19334,2370,0,4,2.0,2.0,0,0,4,1978,0,411000.0
10,98019,47.7072,-121.983,4690,2890,207141,200527,4030,660,4,3.75,2.0,0,0,3,2007,0,1015000.0
10,98077,47.7641,-122.023,3830,2920,221284,148539,3530,300,3,3.5,2.0,0,0,3,1993,0,800000.0
8,98125,47.7296,-122.284,2450,2520,9377,9725,1540,910,3,1.75,1.0,0,2,4,1962,0,687500.0
8,98144,47.5893,-122.317,1300,1300,812,824,880,420,3,2.5,2.0,0,0,3,2008,0,329950.0
